Id,Character,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
2619,褒,N1,BAO,15,2073," ホウ | はち"
1318,醜,N1,"XÚ, SỬU",17,2074," シュウ | あつ.まる あつ.める つど.う"
1390,升,N1,THĂNG,4,2077," ショウ | たくみ"
1355,殉,N1,TUẪN,10,2080," ジュン | たて"
2375,煩,N1,PHIỀN,13,2081," ハン ベン サイ | と.る いろどり のごめ"
2267,巴,N1,BA,4,2082," ソウ | のみ はやい"
2038,禎,N1,TRINH,13,2083," テイ | いかり"
368,劾,N1,HẶC,8,2085," ガイ カイ | かちどき やわらぐ"
1799,堕,N1,"ĐỌA, HUY",12,2087," ダ タ | つば つばき"
1706,租,N1,TÔ,10,2089," ソ"
2924,稜,N1,"LĂNG, LẮNG",13,2091," リョウ | あきらか"
1128,桟,N1,SẠN,10,2093," サン | ち.る ち.らす -ち.らす ち.らかす ち.らかる ち.らばる ばら ばら.ける"
3012,倭,N1,"UY, OA, NỤY",10,2098," ロン"
2729,婿,N1,TẾ,12,2099," リョウ | むく"
2587,慕,N1,MỘ,14,2100," ボ | はか"
2395,斐,N1,PHỈ,12,2103," ヒ"
2403,罷,N1,"BÃI, BÌ",15,2104," ヒ | あけ あか"
661,矯,N1,KIỂU,17,2105," キョウ コウ | せま.い せば.める せば.まる さ"
2639,某,N1,MỖ,9,2106," ボウ モウ | のぞ.む もち"
1291,囚,N1,TÙ,5,2107," ジュ"
354,魁,N1,KHÔI,14,2108," カイ | あらた.める あらた.まる"
2229,虹,N1,HỒNG,9,2110," ニク | しし"
984,鴻,N1,HỒNG,17,2111," コウ | たか.い たか -だか たか.まる たか.める"
2397,泌,N1,BÍ,8,2112," ヒ | くら.べる"
252,於,N1,"VU, HU, Ư, Ô",8,2113," エン | しお"
5728,赳,N1,CỦ,10,2114," ソウ | はし.る"
1687,漸,N1,"TIỆM, TIÊM, TIỀM",14,2115," ゼン | よ.い い.い よ.く よし.とする"
326,蚊,N1,VĂN,10,2121," カ ゲ | かすみ かす.む"
81,葵,N1,QUỲ,12,2122," ホウ | あ.う むか.える"
2783,厄,N1,"ÁCH, NGỎA",4,2123," シ | や"
1753,藻,N1,TẢO,19,2124," ソウ | あお.い"
3008,禄,N1,LỘC,12,2126," ロク | ふもと"
2752,孟,N1,"MẠNH, MÃNG",8,2127," モウ ボウ | みだ.りに"
1925,嫡,N1,ĐÍCH,14,2130," チャ サ"
673,尭,N1,NGHIÊU,8,2136," ギョウ | こ.る こ.らす こご.らす こご.らせる こご.る"
390,嚇,N1,HÁCH,17,2141," カク | わ.かつ かぎ.る"
2708,巳,N1,TỊ,3,2142," ミ"
2183,凸,N1,ĐỘT,5,2143," ショウ ゾウ | とち くぬぎ"
1961,暢,N1,SƯỚNG,14,2144," チョウ | いど.む"
169,韻,N1,VẬN,19,2148," イン オン | かく.す かく.し かく.れる かか.す よ.る"
1759,霜,N1,SƯƠNG,17,2151," ソウ ショウ | やり"
1430,硝,N1,TIÊU,12,2154," セイ ショウ | かえり.みる はぶ.く"
1979,勅,N1,SẮC,9,2157," チョウ | とり"
695,芹,N1,CẦN,7,2158," キン | し.める し.まる"
112,杏,N1,HẠNH,7,2159," アン | くら"
476,棺,N1,"QUAN, QUÁN",12,2161," カン"
1283,儒,N1,NHO,16,2162," シュ | くび"
2625,鳳,N1,PHƯỢNG,14,2163," ホウ | あ.きる あ.かす あ.く"
383,馨,N1,"HINH, HẤN",20,2164," リ | かいり のっと"
766,慧,N1,"TUỆ, HUỆ",15,2168," ケイ | よろこ.び"
1298,愁,N1,SẦU,13,2171," シュウ シュ | おさ.める おさ.まる"
2995,楼,N1,LÂU,13,2173," ロウ | ほが.らか あき.らか"
2463,彬,N1,BÂN,11,2174," ヒン ホン | しな"
644,匡,N1,KHUÔNG,6,2176," キョウ"
2419,眉,N1,MI,9,2177," ビ ヒ"
689,欽,N1,KHÂM,12,2181," キン ゴン コン | よろこ.ぶ よろこ.び"
1518,薪,N1,TÂN,16,2182," シン"
429,褐,N1,"HẠT, CÁT",13,2186," カツ カチ | つづら くず"
1187,賜,N1,TỨ,15,2190," シ"
1034,嵯,N1,THA,13,2191," サ | そそ.る そそのか.す"
1747,綜,N1,"TỐNG, TÔNG",14,2194," ソウ | す.べて すべ.て ふさ"
1691,繕,N1,THIỆN,18,2195," ゼン セン | しずか ゆず.る"
1657,栓,N1,XUYÊN,10,2199," サン セン | せん.する えら.む えら.ぶ"
1554,翠,N1,THÚY,14,2200," スイ | いき"
101,鮎,N1,NIÊM,16,2201," リン | あや"
1507,榛,N1,TRĂN,14,2205," シン | もり"
255,凹,N1,AO,5,2206," セイ ソウ ショウ | おい むこ"
245,艶,N1,DIỄM,19,2207," エン -ネン | ふち ふちど.る ゆかり よすが へり えにし"
1144,伺,N2,"TÝ, TỨ",7,2209," シ | こ た.える"
1727,惣,N1,VẬT,12,2211," キョウ ソウ | めぐ.る"
2004,蔦,N1,ĐIỂU,14,2215," つじ"
2982,錬,N1,LUYỆN,16,2221," レン | つら.なる つら.ねる つ.れる -づ.れ"
2353,隼,N1,CHUẨN,10,2224," コウ | はまぐり"
1370,渚,N1,CHỬ,11,2226," ショ | あけぼの"
1936,衷,N1,"TRUNG, TRÚNG",10,2229," チュウ キ | むし"
1921,逐,N1,TRỤC,10,2230," チク | たくわ.える"
1620,斥,N1,XÍCH,5,2231," ソク セキ | いた.む うれ.える みうち"
550,稀,N1,HI,12,2232," キ"
2491,芙,N1,PHÙ,7,2238," フ | はだ"
1446,詔,N1,CHIẾU,12,2239," ショウ | あかし"
1114,皐,N1,CAO,11,2240," ザツ ゾウ | まじ.える まじ.る"
1568,雛,N1,SỒ,18,2241," スウ ソク | しゅ おもむ.く はし.る"
123,惟,N1,DUY,11,2246," イ ジョウ"
2800,佑,N1,HỮU,7,2250," ユイ イ | ただ"
2848,耀,N1,DIỆU,20,2253," ヨウ | ひつじ"
1830,黛,N1,ĐẠI,16,2254," タイ"
86,渥,N1,ÁC,12,2257," アク | にぎ.る"
2159,憧,N1,"SUNG, TRÁNG",15,2259," ドウ | みちび.く"
1399,宵,N1,TIÊU,10,2262," ショウ | あそびめ"
2751,妄,N1,VỌNG,6,2264," モ | しげ.る"
2194,惇,N1,ĐÔN,11,2265," トン | たむろ"
5189,脩,N1,TU,11,2267," ケイ | すね はぎ"
2581,甫,N1,PHỦ,7,2270," ホ ブ フ | ある.く あゆ.む"
1263,酌,N1,CHƯỚC,10,2271," シャク"
1134,蚕,N1,TÀM,10,2272," サン | あつ.める"
529,嬉,N1,HI,15,2274," キ | く.しき あや.しい くし めずら.しい"
1752,蒼,N1,"THƯƠNG, THƯỞNG",13,2276," ソウ | ほうむ.る"
4056,暉,N1,HUY,13,2285," エイ ヨウ | うつ.す うつ.る は.える"
2376,頒,N1,"BAN, PHÂN",13,2287," ハン ボン | わずら.う わずら.わす うるさ.がる うるさ.い"
1857,只,N1,"CHÍCH, CHỈ",5,2288," ソウ ショウ | たこ"
1177,肢,N1,CHI,8,2289," シ | むらさき"
1898,檀,N1,ĐÀN,17,2291," ダン ノン | あたた.か あたた.かい あたた.まる あたた.める"
367,凱,N1,KHẢI,12,2293," バイ | かい"
3722,彗,N1,TUỆ,11,2294," タン"
2144,謄,N1,ĐẰNG,17,2295," トウ | う.つ"
91,梓,N1,TỬ,11,2301," ソウ | あじ"
180,丑,N1,"SỬU, XÚ",4,2305," キ | うかが.う のぞく"
1149,嗣,N1,TỰ,13,2310," シ"
433,叶,N1,"DIỆP, DIẾP, HIỆP",5,2312," ケン | かつお"
1213,汐,N1,TỊCH,6,2314," ジ | や.める いな.む"
99,絢,N1,HUYẾN,12,2315," イ シ | あめ やしな.う"
1094,朔,N1,SÓC,10,2318," サク"
291,伽,N1,GIÀ,7,2323," カ | なに なん なに- なん-"
1581,畝,N1,MẪU,10,2327," ライ | せ"
1409,抄,N1,SAO,7,2328," ショウ ジョウ | うけたまわ.る う.ける ささ.げる とど.める たす.ける こ.らす つい.で すく.う"
1723,爽,N1,SẢNG,11,2333," ソウ | かな.でる"
6373,黎,N1,LÊ,15,2335," コウ オウ"
1801,惰,N1,NỌA,12,2336," ダ"
2384,蛮,N1,MAN,12,2339," バン ハン"
1078,冴,N1,NGÀ,7,2341," ザイ サイ ゾク | たから"
261,旺,N1,VƯỢNG,8,2342," オウ | お.す お.し- お.っ- お.さえる おさ.える"
2616,萌,N1,MANH,11,2346," ホウ | かんば.しい"
1236,偲,N1,"TI, TAI",11,2350," ゾウ ショウ | しの ささ すず"
148,壱,N1,NHẤT,7,2351," イチ イツ | ひと- ひと.つ"
2945,瑠,N1,LƯU,14,2352," リン"
155,允,N1,"DUẪN, DOÃN",4,2358," いわし"
907,侯,N1,HẦU,9,2363," キョウ コウ | こう.す うつく.しい"
1211,蒔,N1,"THÌ, THI",13,2368," ジ シ | みずか.ら おの.ずから おの.ずと"
904,鯉,N1,LÍ,18,2369," コツ キツ キ キケ コチ | こ.う"
867,弧,N1,"HỒ, O",9,2371," コ ク | くら"
2854,遥,N1,"DIÊU, DAO",12,2376," ヨウ | おど.る"
710,矩,N1,CỦ,10,2380," キュウ ク"
1349,舜,N1,THUẤN,13,2384," ドウ シュン | わらわ わらべ おわ.る"
210,瑛,N1,ANH,12,2393," エイ セツ | も.らす の.びる も.れる"
2497,附,N1,PHỤ,8,2396," フ フウ"
2443,彪,N1,BƯU,11,2397," ヒョウ | たわら"
177,卯,N1,"MÃO, MẸO",5,2400," ウ | あめ あま- -さめ"
1859,但,N1,ĐÃN,7,2404," コウ | たた.く はた.く すぎ"
5030,綺,N1,"KHỈ, Ỷ",14,2413," かせ かすり"
153,芋,N1,"DỤ, HU, VU",6,2418," シ ジ | いばら かや くさぶき"
82,茜,N1,THIẾN,9,2422," キ | あおい"
2916,凌,N1,LĂNG,10,2423," リョウ | てる ふたつ"
4733,皓,N1,HẠO,12,2428," カン"
4357,洸,N1,QUANG,9,2430," コウ | あまねし うるお.す"
4312,毬,N1,CẦU,11,2431," むし.る"
2276,婆,N1,BÀ,11,2435," ハ | やぶ.る やぶ.れる わ.れる"
2402,緋,N1,PHI,14,2443," ヒ | ひ.める ひそ.か かく.す"
1831,鯛,N1,ĐIÊU,19,2446," タイ | まゆずみ"
2956,怜,N1,"LIÊN, LÂN",8,2450," レイ リョウ"
2820,邑,N1,ẤP,7,2452," ユウ ユ | あそ.ぶ あそ.ばす"
2593,倣,N1,PHỎNG,10,2454," ボ"
2557,碧,N1,BÍCH,14,2455," ヘキ | くせ くせ.に"
1842,啄,N1,TRÁC,10,2463," タク"
1474,穣,N1,NHƯƠNG,18,2464," ジョウ チョウ | たた.む たたみ かさ.なる"
2190,酉,N1,DẬU,7,2468," イン | とら"
2031,悌,N1,ĐỄ,10,2474," テイ ダイ デ | おとうと"
809,倹,N1,KIỆM,10,2479," ケン | くだん"
2810,柚,N1,"DỮU, TRỤC",9,2489," ユウ ウ | あ.る"
2698,繭,N1,KIỂN,18,2495," ジン | まま ことごとく"
